date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:29:39	14015/14015	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:29:39%20GMT	https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=729029132733094&cpid=b5a9db85-04bb-4a36-916c-6bca7d97f209&lpid=90adac1a-f60d-422f-96a6-10444a91df44	C:/Users/User/Pictures/project%20spin%20wheel/MR88%20LANDING/medeiajackpot.com/5070-innovations-in-water-conservation-technique/index5b2e.html	(from )
15:29:39	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20May%202024%2007:29:39%20GMT	https://medeiajackpot.com/robots.txt		(from )
15:29:40	15086/15086	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%223bdc416dc9ff160ccfefc586cd1049c4%22	https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/assets/favicon.ico	C:/Users/User/Pictures/project%20spin%20wheel/MR88%20LANDING/medeiajackpot.com/5070-innovations-in-water-conservation-technique/assets/favicon.ico	(from https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=729029132733094&cpid=b5a9db85-04bb-4a36-916c-6bca7d97f209&lpid=90adac1a-f60d-422f-96a6-10444a91df44)
15:29:40	3095/3095	---MCZ	200	added ('OK')	text/css	etag:W/%2243145b1f839ee0f847093c07f55ca6bc%22	https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/assets/countdown.css	C:/Users/User/Pictures/project%20spin%20wheel/MR88%20LANDING/medeiajackpot.com/5070-innovations-in-water-conservation-technique/assets/countdown.css	(from https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=729029132733094&cpid=b5a9db85-04bb-4a36-916c-6bca7d97f209&lpid=90adac1a-f60d-422f-96a6-10444a91df44)
15:29:40	194901/194901	---MCZ	200	added ('OK')	text/css	etag:W/%222f955-d5HdHzFzoNYsw5wh0q1x/I2tDnI%22	https://cdn.jsdelivr.net/npm/bootstrap@5.2.3/dist/css/bootstrap.min.css	C:/Users/User/Pictures/project%20spin%20wheel/MR88%20LANDING/cdn.jsdelivr.net/npm/bootstrap@5.2.3/dist/css/bootstrap.min.css	(from https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=729029132733094&cpid=b5a9db85-04bb-4a36-916c-6bca7d97f209&lpid=90adac1a-f60d-422f-96a6-10444a91df44)
15:29:40	2333/2333	---MCZ	200	added ('OK')	text/css	etag:W/%2238c60fbea363bab67d1377d1e96bbed0%22	https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/assets/animation.css	C:/Users/User/Pictures/project%20spin%20wheel/MR88%20LANDING/medeiajackpot.com/5070-innovations-in-water-conservation-technique/assets/animation.css	(from https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=729029132733094&cpid=b5a9db85-04bb-4a36-916c-6bca7d97f209&lpid=90adac1a-f60d-422f-96a6-10444a91df44)
15:29:40	7835/7835	---MCZ	200	added ('OK')	text/css	etag:W/%227a0cec0fa574a755034e134ab50fb7b5%22	https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/assets/style.css	C:/Users/User/Pictures/project%20spin%20wheel/MR88%20LANDING/medeiajackpot.com/5070-innovations-in-water-conservation-technique/assets/style.css	(from https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=729029132733094&cpid=b5a9db85-04bb-4a36-916c-6bca7d97f209&lpid=90adac1a-f60d-422f-96a6-10444a91df44)
15:29:42	231/231	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2007%20May%202024%2007:29:42%20GMT	https://rettablewizette.com/d/b5a9db85-04bb-4a36-916c-6bca7d97f209.js	C:/Users/User/Pictures/project%20spin%20wheel/MR88%20LANDING/rettablewizette.com/d/b5a9db85-04bb-4a36-916c-6bca7d97f209.5.delayed	(from https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=729029132733094&cpid=b5a9db85-04bb-4a36-916c-6bca7d97f209&lpid=90adac1a-f60d-422f-96a6-10444a91df44)
15:29:42	4310/4310	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20May%202024%2007:29:42%20GMT	https://rettablewizette.com/d/b5a9db85-04bb-4a36-916c-6bca7d97f209.js?noscript=true&lpurl=	C:/Users/User/Pictures/project%20spin%20wheel/MR88%20LANDING/rettablewizette.com/d/b5a9db85-04bb-4a36-916c-6bca7d97f209d349.js	(from https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=729029132733094&cpid=b5a9db85-04bb-4a36-916c-6bca7d97f209&lpid=90adac1a-f60d-422f-96a6-10444a91df44)
15:29:42	29774/29774	---M--	200	added ('OK')	image/png	etag:%22175c8668585a92fdcefb3e566b9b96c6%22	https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/assets/1.png	C:/Users/User/Pictures/project%20spin%20wheel/MR88%20LANDING/medeiajackpot.com/5070-innovations-in-water-conservation-technique/assets/1.png	(from https://medeiajackpot.com/5070-innovations-in-water-conservation-technique/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=729029132733094&cpid=b5a9db85-04bb-4a36-916c-6bca7d97f209&lpid=90adac1a-f60d-422f-96a6-10444a91df44)
